"BFS_NUMMER","Total number of pictures by municipality","Total number of picture' views by municipality","Average number of picture' views by municipality","Total number of favorited pictures by municipality","Average number of favorited pictures by municipality","Habitants","Densité de la population par km²","total number of favorited / total number of pics by municipality","total number of views / total number of pics by municipality","Total pictures by capita & by municipality","Total picture views by capita & by municipality","Average #views by capita and by municipality","Total favorited pictures by capita & by municipality","Average favorited pictures by capita & by municipality"
2528,1,47,47,1,1,1130,743,1,47,0.000884955752212389,0.0415929203539823,0.0415929203539823,0.000884955752212389,0.000884955752212389
2534,10,14,1.4,0,0,8743,1888,0,1.4,0.00114377216058561,0.00160128102481986,0.000160128102481986,0,0
2542,16,240,15,0,0,5163,980,0,15,0.00309897346503971,0.0464846019755956,0.00290528762347472,0,0
2543,2,19779,9889.5,744,372,4835,396,372,9889.5,0.000413650465356774,4.09079627714581,2.04539813857291,0.15387797311272,0.0769389865563599
2544,1,7022,7022,195,195,939,376,195,7022,0.00106496272630458,7.47816826411076,7.47816826411076,0.207667731629393,0.207667731629393
2550,2,16677,8338.5,285,142.5,3761,1949,142.5,8338.5,0.000531773464504121,4.43419303376761,2.21709651688381,0.0757777186918373,0.0378888593459186
2553,1,2151,2151,107,107,1655,138,107,2151,0.000604229607250755,1.29969788519637,1.29969788519637,0.0646525679758308,0.0646525679758308
2556,2,81212,40606,1570,785,3183,163,785,40606,0.000628338045868677,25.5142946905435,12.7571473452718,0.493245366006912,0.246622683003456
2578,10,68,6.8,3,0.3,1646,418,0.3,6.8,0.00607533414337789,0.0413122721749696,0.00413122721749696,0.00182260024301337,0.000182260024301337
2579,2,70628,35314,2359,1179.5,4702,337,1179.5,35314,0.000425350914504466,15.0208421948107,7.51042109740536,0.501701403658018,0.250850701829009
2581,19,6420,337.894736842105,135,7.10526315789474,17280,1504,7.10526315789474,337.894736842105,0.00109953703703704,0.371527777777778,0.0195540935672515,0.0078125,0.000411184210526316
2583,2,88,44,1,0.5,4859,1303,0.5,44,0.000411607326610414,0.0181107223708582,0.0090553611854291,0.000205803663305207,0.000102901831652603
2601,35,40004,1142.97142857143,1081,30.8857142857143,16599,2643,30.8857142857143,1142.97142857143,0.00210856075667209,2.41002470028315,0.0688578485795186,0.0651244050846436,0.00186069728813268
2612,4,465,116.25,15,3.75,271,12,3.75,116.25,0.014760147601476,1.71586715867159,0.428966789667897,0.0553505535055351,0.0138376383763838
2613,1,1088,1088,14,14,3635,535,14,1088,0.000275103163686382,0.299312242090784,0.299312242090784,0.00385144429160935,0.00385144429160935
2619,1,2539,2539,194,194,1259,77,194,2539,0.00079428117553614,2.01667990468626,2.01667990468626,0.154090548054011,0.154090548054011
2620,2,1045,522.5,53,26.5,639,111,26.5,522.5,0.00312989045383412,1.63536776212833,0.817683881064163,0.0829420970266041,0.041471048513302
2621,2,940,470,49,24.5,1837,178,24.5,470,0.00108873162765378,0.511703864997278,0.255851932498639,0.0266739248775177,0.0133369624387588
2701,742,282240,380.377358490566,5780,7.78975741239892,167386,7001,7.78975741239892,380.377358490566,0.00443286774282198,1.68616252255266,0.00227245622985534,0.0345309643578316,4.65376878137892e-05
2702,4,20,5,0,0,1150,516,0,5,0.00347826086956522,0.0173913043478261,0.00434782608695652,0,0
2703,13,5081,390.846153846154,66,5.07692307692308,20799,1915,5.07692307692308,390.846153846154,0.000625030049521612,0.244290590893793,0.0187915839149072,0.00317322948218664,0.000244094575552819
2762,6,979,163.166666666667,9,1.5,20249,2270,1.5,163.166666666667,0.000296310928934762,0.0483480665711887,0.00805801109519812,0.000444466393402143,7.40777322336906e-05
2765,36,8006,222.388888888889,240,6.66666666666667,14905,3365,6.66666666666667,222.388888888889,0.00241529688024153,0.537135189533714,0.014920421931492,0.0161019792016102,0.000447277200044728
2766,8,1815,226.875,22,2.75,10234,4061,2.75,226.875,0.000781708032050029,0.17735000977135,0.0221687512214188,0.00214969708813758,0.000268712136017198
2767,2,125,62.5,0,0,6314,2112,0,62.5,0.00031675641431739,0.0197972758948369,0.00989863794741844,0,0
2768,2,1953,976.5,52,26,4870,767,26,976.5,0.000410677618069815,0.401026694045175,0.200513347022587,0.0106776180698152,0.0053388090349076
2769,18,821,45.6111111111111,1,0.0555555555555556,11688,1628,0.0555555555555556,45.6111111111111,0.00154004106776181,0.070242984257358,0.00390238801429767,8.55578370978782e-05,4.75321317210434e-06
2770,10,2853,285.3,60,6,17370,1044,6,285.3,0.000575705238917674,0.164248704663212,0.0164248704663212,0.00345423143350604,0.000345423143350604
2771,19,1855,97.6315789473684,63,3.31578947368421,10775,1367,3.31578947368421,97.6315789473684,0.00176334106728538,0.17215777262181,0.00906093540114788,0.00584686774941995,0.000307729881548419
2772,2,64,32,1,0.5,2270,463,0.5,32,0.000881057268722467,0.0281938325991189,0.0140969162995595,0.000440528634361233,0.000220264317180617
2773,2,1265,632.5,160,80,18839,2691,80,632.5,0.000106162747491905,0.06714793778863,0.033573968894315,0.00849301979935241,0.0042465098996762
2775,4,2643,660.75,52,13,9867,1293,13,660.75,0.000405391709739536,0.267862572210398,0.0669656430525996,0.00527009222661397,0.00131752305665349
2782,3,1826,608.666666666667,63,21,1610,171,21,608.666666666667,0.00186335403726708,1.13416149068323,0.378053830227743,0.0391304347826087,0.0130434782608696
2787,2,638,319,15,7.5,5365,472,7.5,319,0.000372786579683131,0.118918918918919,0.0594594594594595,0.00279589934762349,0.00139794967381174
2793,1,2056,2056,172,172,2194,475,172,2056,0.000455788514129444,0.937101185050137,0.937101185050137,0.0783956244302644,0.0783956244302644
2821,3,8556,2852,302,100.666666666667,1614,161,100.666666666667,2852,0.00185873605947955,5.30111524163569,1.76703841387856,0.187112763320942,0.0623709211069806
2822,2,99,49.5,5,2.5,858,523,2.5,49.5,0.00233100233100233,0.115384615384615,0.0576923076923077,0.00582750582750583,0.00291375291375291
2824,1,1149,1149,7,7,6394,1390,7,1149,0.000156396621832968,0.179699718486081,0.179699718486081,0.00109477635283078,0.00109477635283078
2829,23,4148,180.347826086957,182,7.91304347826087,13807,759,7.91304347826087,180.347826086957,0.00166582168465271,0.300427319475628,0.0130620573685056,0.0131817194176867,0.000573118235551595
2831,29,8733,301.137931034483,110,3.79310344827586,15323,1433,3.79310344827586,301.137931034483,0.00189257978202702,0.569927559877309,0.0196526744785279,0.00717875089734386,0.000247543134391168
2844,1,955,955,0,0,980,111,0,955,0.00102040816326531,0.974489795918367,0.974489795918367,0,0
2846,1,836,836,19,19,5754,588,19,836,0.000173792144595064,0.145290232881474,0.145290232881474,0.00330205074730622,0.00330205074730622
2847,2,128,64,7,3.5,273,69,3.5,64,0.00732600732600733,0.468864468864469,0.234432234432234,0.0256410256410256,0.0128205128205128
2851,1,616,616,13,13,157,99,13,616,0.00636942675159236,3.92356687898089,3.92356687898089,0.0828025477707006,0.0828025477707006
2852,3,2679,893,15,5,1269,156,5,893,0.00236406619385343,2.11111111111111,0.703703703703704,0.0118203309692671,0.00394011032308905
2859,4,3421,855.25,54,13.5,389,171,13.5,855.25,0.0102827763496144,8.79434447300771,2.19858611825193,0.138817480719794,0.0347043701799486
2861,1,621,621,13,13,6406,722,13,621,0.000156103652825476,0.0969403684046207,0.0969403684046207,0.00202934748673119,0.00202934748673119
2868,2,1344,672,32,16,468,59,16,672,0.00427350427350427,2.87179487179487,1.43589743589744,0.0683760683760684,0.0341880341880342
2885,5,3023,604.6,92,18.4,516,46,18.4,604.6,0.00968992248062015,5.85852713178295,1.17170542635659,0.178294573643411,0.0356589147286822
2888,1,100,100,0,0,974,62,0,100,0.00102669404517454,0.102669404517454,0.102669404517454,0,0
2893,2,421,210.5,21,10.5,1566,169,10.5,210.5,0.00127713920817369,0.268837803320562,0.134418901660281,0.0134099616858238,0.00670498084291188
2937,44,806,18.3181818181818,6,0.136363636363636,10362,1295,0.136363636363636,18.3181818181818,0.00424628450106157,0.0777842115421733,0.00176782298959485,0.000579038795599305,1.31599726272569e-05
2939,51,12748,249.960784313725,97,1.90196078431373,35613,851,1.90196078431373,249.960784313725,0.00143206132592031,0.357959172212394,0.00701880729828224,0.00272372448263275,5.34063624045637e-05
2964,14,2301,164.357142857143,72,5.14285714285714,3334,579,5.14285714285714,164.357142857143,0.00419916016796641,0.690161967606479,0.0492972834004628,0.0215956808638272,0.00154254863313052
3001,2,1136,568,4,2,15342,609,2,568,0.000130361100247686,0.0740451049406857,0.0370225524703428,0.000260722200495372,0.000130361100247686
3002,10,1272,127.2,49,4.9,976,41,4.9,127.2,0.0102459016393443,1.30327868852459,0.130327868852459,0.0502049180327869,0.00502049180327869
3005,3,1955,651.666666666667,68,22.6666666666667,1375,147,22.6666666666667,651.666666666667,0.00218181818181818,1.42181818181818,0.473939393939394,0.0494545454545455,0.0164848484848485
3006,7,204,29.1428571428571,11,1.57142857142857,2245,46,1.57142857142857,29.1428571428571,0.00311804008908686,0.0908685968819599,0.0129812281259943,0.00489977728285078,0.000699968183264397
3022,8,206,25.75,6,0.75,3052,144,0.75,25.75,0.00262123197903014,0.0674967234600262,0.00843709043250328,0.00196592398427261,0.000245740498034076
3023,3,685,228.333333333333,30,10,4166,510,10,228.333333333333,0.00072011521843495,0.164426308209313,0.0548087694031045,0.0072011521843495,0.00240038406144983
3024,2,1285,642.5,19,9.5,6038,396,9.5,642.5,0.000331235508446505,0.21281881417688,0.10640940708844,0.0031467373302418,0.0015733686651209
3025,3,2010,670,49,16.3333333333333,1696,169,16.3333333333333,670,0.0017688679245283,1.18514150943396,0.395047169811321,0.0288915094339623,0.00963050314465409
3031,2,13,6.5,0,0,1020,242,0,6.5,0.00196078431372549,0.0127450980392157,0.00637254901960784,0,0
3032,1,327,327,7,7,4031,540,7,327,0.000248077400148846,0.0811213098486728,0.0811213098486728,0.00173654180104193,0.00173654180104193
3034,1,5,5,0,0,1731,258,0,5,0.000577700751010976,0.00288850375505488,0.00288850375505488,0,0
3101,13,18457,1419.76923076923,313,24.0769230769231,5729,340,24.0769230769231,1419.76923076923,0.00226915692092861,3.22167917612149,0.247821475086268,0.0546343166346657,0.00420263974112813
3103,148,6411,43.3175675675676,187,1.26351351351351,3435,84,1.26351351351351,43.3175675675676,0.0430858806404658,1.86637554585153,0.0126106455800779,0.0544395924308588,0.000367835083992289
3105,33,13428,406.909090909091,394,11.9393939393939,2171,38,11.9393939393939,406.909090909091,0.0152003684937817,6.18516812528789,0.187429337129936,0.181483187471211,0.00549949052943065
3111,12,158,13.1666666666667,0,0,1891,129,0,13.1666666666667,0.00634584875727129,0.0835536753040719,0.00696280627533933,0,0
3202,6,225,37.5,0,0,1167,113,0,37.5,0.0051413881748072,0.19280205655527,0.032133676092545,0,0
3203,193,41794,216.549222797927,1023,5.30051813471503,74581,1893,5.30051813471503,216.549222797927,0.00258779045601427,0.560384012013784,0.00290354410369836,0.0137166302409461,7.10706230100834e-05
3212,1,829,829,8,8,2243,252,8,829,0.000445831475702185,0.369594293357111,0.369594293357111,0.00356665180561748,0.00356665180561748
3215,11,3642,331.090909090909,61,5.54545454545455,8988,5078,5.54545454545455,331.090909090909,0.00122385402759235,0.40520694259012,0.03683699478092,0.00678682688028482,0.000616984261844075
3216,2,945,472.5,169,84.5,6965,977,84.5,472.5,0.000287150035893755,0.135678391959799,0.0678391959798995,0.0242641780330223,0.0121320890165111
3217,5,33,6.6,0,0,3486,778,0,6.6,0.00143430866322433,0.00946643717728055,0.00189328743545611,0,0
3232,6,808,134.666666666667,12,2,4536,698,2,134.666666666667,0.00132275132275132,0.178130511463845,0.0296884185773075,0.00264550264550265,0.000440917107583774
3233,3,32,10.6666666666667,0,0,3798,675,0,10.6666666666667,0.000789889415481833,0.00842548709847288,0.00280849569949096,0,0
3236,1,463,463,33,33,5728,835,33,463,0.000174581005586592,0.0808310055865922,0.0808310055865922,0.00576117318435754,0.00576117318435754
3237,1,2,2,0,0,6433,669,0,2,0.000155448468832582,0.000310896937665164,0.000310896937665164,0,0
3251,13,6179,475.307692307692,60,4.61538461538461,11168,283,4.61538461538461,475.307692307692,0.00116404011461318,0.553277220630373,0.0425597862023363,0.00537249283667622,0.000413268679744324
3254,5,400,80,10,2,8533,247,2,80,0.000585960389077698,0.0468768311262159,0.00937536622524317,0.0011719207781554,0.000234384155631079
3255,1,265,265,4,4,4425,1008,4,265,0.000225988700564972,0.0598870056497175,0.0598870056497175,0.000903954802259887,0.000903954802259887
3271,15,2472,164.8,154,10.2666666666667,11938,748,10.2666666666667,164.8,0.00125649187468588,0.207069860948233,0.0138046573965488,0.012899983246775,0.000859998883118334
3272,1,8,8,0,0,3215,144,0,8,0.00031104199066874,0.00248833592534992,0.00248833592534992,0,0
3273,3,906,302,125,41.6666666666667,6982,128,41.6666666666667,302,0.000429676310512747,0.12976224577485,0.0432540819249499,0.0179031796046978,0.00596772653489926
3274,28,16552,591.142857142857,622,22.2142857142857,5038,121,22.2142857142857,591.142857142857,0.0055577610162763,3.28543072647876,0.117336811659956,0.123461691147281,0.00440934611240288
3276,3,2358,786,137,45.6666666666667,5220,125,45.6666666666667,786,0.000574712643678161,0.451724137931034,0.150574712643678,0.0262452107279693,0.00874840357598978
3291,56,2648,47.2857142857143,6,0.107142857142857,5681,224,0.107142857142857,47.2857142857143,0.00985741946840345,0.466115120577363,0.00832348429602434,0.00105615208590037,1.88598586767923e-05
3292,172,15868,92.2558139534884,411,2.38953488372093,4876,65,2.38953488372093,92.2558139534884,0.0352748154224774,3.25430680885972,0.018920388423603,0.0842904019688269,0.000490060476562947
3293,1,1627,1627,19,19,8580,62,19,1627,0.000116550116550117,0.18962703962704,0.18962703962704,0.00221445221445221,0.00221445221445221
3294,15,690,46,10,0.666666666666667,1533,12,0.666666666666667,46,0.00978473581213307,0.450097847358121,0.0300065231572081,0.00652315720808871,0.000434877147205914
3295,231,9280,40.1731601731602,618,2.67532467532468,2854,46,2.67532467532468,40.1731601731602,0.0809390329362299,3.25157673440785,0.0140760897593413,0.216538192011212,0.000937394770611309
3296,14,577,41.2142857142857,10,0.714285714285714,5964,631,0.714285714285714,41.2142857142857,0.00234741784037559,0.096747149564051,0.0069105106831465,0.0016767270288397,0.000119766216345693
3297,1,20,20,0,0,4538,139,0,20,0.000220361392684002,0.00440722785368004,0.00440722785368004,0,0
3298,42,6263,149.119047619048,279,6.64285714285714,5481,120,6.64285714285714,149.119047619048,0.00766283524904215,1.14267469439883,0.0272065403428293,0.0509031198686371,0.00121197904449136
3311,2,325,162.5,7,3.5,1750,41,3.5,162.5,0.00114285714285714,0.185714285714286,0.0928571428571429,0.004,0.002
3313,1,1232,1232,73,73,4621,248,73,1232,0.000216403375892664,0.266608959099762,0.266608959099762,0.0157974464401645,0.0157974464401645
3338,2,4165,2082.5,29,14.5,3471,838,14.5,2082.5,0.000576202823393835,1.19994237971766,0.59997118985883,0.0083549409392106,0.0041774704696053
3340,16,28100,1756.25,591,36.9375,26542,1193,36.9375,1756.25,0.000602818174967975,1.05869941978751,0.0661687137367192,0.0222665963378796,0.00139166227111747
3342,1,94792,94792,3137,3137,8903,162,3137,94792,0.000112321689318207,10.6471975738515,10.6471975738515,0.352353139391216,0.352353139391216
3359,47,3635,77.3404255319149,172,3.65957446808511,2668,30,3.65957446808511,77.3404255319149,0.017616191904048,1.36244377811094,0.0289881654917222,0.0644677661169415,0.0013716545982328
3374,2,86,43,0,0,1949,691,0,43,0.00102616726526424,0.0441251924063622,0.0220625962031811,0,0
3378,3,172,57.3333333333333,1,0.333333333333333,4036,82,0.333333333333333,57.3333333333333,0.000743310208126858,0.0426164519326065,0.0142054839775355,0.000247770069375619,8.25900231252065e-05
3379,2,50,25,0,0,8425,165,0,25,0.000237388724035608,0.00593471810089021,0.0029673590504451,0,0
3402,1,175,175,1,1,10279,895,1,175,9.72857281836755e-05,0.0170250024321432,0.0170250024321432,9.72857281836755e-05,9.72857281836755e-05
3405,1,1827,1827,38,38,3736,339,38,1827,0.000267665952890792,0.489025695931477,0.489025695931477,0.0101713062098501,0.0101713062098501
3407,1,2577,2577,56,56,6193,440,56,2577,0.000161472630389149,0.416114968512837,0.416114968512837,0.00904246730179235,0.00904246730179235
3408,6,7301,1216.83333333333,232,38.6666666666667,12698,876,38.6666666666667,1216.83333333333,0.000472515356749094,0.57497243660419,0.0958287394340316,0.0182705937942983,0.00304509896571639
3423,1,1827,1827,69,69,2918,179,69,1827,0.000342700479780672,0.626113776559287,0.626113776559287,0.0236463331048663,0.0236463331048663
3426,1,635,635,24,24,4741,529,24,635,0.00021092596498629,0.133937987766294,0.133937987766294,0.00506222315967096,0.00506222315967096
3427,8,5889,736.125,126,15.75,23292,1120,15.75,736.125,0.00034346556757685,0.252833590932509,0.0316041988665636,0.00540958268933539,0.000676197836166924
3444,2,1652,826,33,16.5,3483,111,16.5,826,0.000574217628481194,0.474303761125467,0.237151880562733,0.00947459086993971,0.00473729543496985
3501,1,1,1,0,0,142,35,0,1,0.00704225352112676,0.00704225352112676,0.00704225352112676,0,0
3505,9,784,87.1111111111111,23,2.55555555555556,254,17,2.55555555555556,87.1111111111111,0.0354330708661417,3.08661417322835,0.342957130358705,0.0905511811023622,0.0100612423447069
3506,31,982,31.6774193548387,1,0.032258064516129,2654,62,0.032258064516129,31.6774193548387,0.0116804822908817,0.370007535795026,0.0119357269611299,0.000376789751318764,1.21545081070569e-05
3511,2,20,10,0,0,403,11,0,10,0.00496277915632754,0.0496277915632754,0.0248138957816377,0,0
3513,1,55,55,0,0,529,24,0,55,0.00189035916824197,0.103969754253308,0.103969754253308,0,0
3514,12,975,81.25,34,2.83333333333333,252,22,2.83333333333333,81.25,0.0476190476190476,3.86904761904762,0.322420634920635,0.134920634920635,0.0112433862433862
3515,6,1309,218.166666666667,47,7.83333333333333,196,28,7.83333333333333,218.166666666667,0.0306122448979592,6.67857142857143,1.11309523809524,0.239795918367347,0.0399659863945578
3521,38,10019,263.657894736842,223,5.86842105263158,455,3,5.86842105263158,263.657894736842,0.0835164835164835,22.0197802197802,0.579467900520532,0.49010989010989,0.0128976286871024
3522,11,2399,218.090909090909,78,7.09090909090909,440,10,7.09090909090909,218.090909090909,0.025,5.45227272727273,0.495661157024793,0.177272727272727,0.0161157024793388
3531,6,1749,291.5,49,8.16666666666667,196,3,8.16666666666667,291.5,0.0306122448979592,8.9234693877551,1.48724489795918,0.25,0.0416666666666667
3533,4,467,116.75,13,3.25,31,2,3.25,116.75,0.129032258064516,15.0645161290323,3.76612903225806,0.419354838709677,0.104838709677419
3536,1,220,220,3,3,294,5,3,220,0.00340136054421769,0.748299319727891,0.748299319727891,0.0102040816326531,0.0102040816326531
3540,7,1320,188.571428571429,40,5.71428571428571,78,3,5.71428571428571,188.571428571429,0.0897435897435897,16.9230769230769,2.41758241758242,0.512820512820513,0.0732600732600733
3541,2,355,177.5,11,5.5,326,6,5.5,177.5,0.00613496932515337,1.08895705521472,0.544478527607362,0.0337423312883436,0.0168711656441718
3551,5,161,32.2,0,0,1116,24,0,32.2,0.00448028673835125,0.14426523297491,0.0288530465949821,0,0
3561,98,137624,1404.32653061224,5130,52.3469387755102,3521,18,52.3469387755102,1404.32653061224,0.0278330019880716,39.0866231184323,0.398843093045227,1.45697245100824,0.0148670658266147
3575,2,4773,2386.5,60,30,1506,47,30,2386.5,0.00132802124833997,3.16932270916335,1.58466135458167,0.0398406374501992,0.0199203187250996
3581,1,4,4,0,0,673,97,0,4,0.00148588410104012,0.00594353640416048,0.00594353640416048,0,0
3582,9,85,9.44444444444444,0,0,590,123,0,9.44444444444444,0.0152542372881356,0.144067796610169,0.0160075329566855,0,0
3618,25,17828,713.12,225,9,2118,13,9,713.12,0.0118035882908404,8.41737488196412,0.336694995278565,0.106232294617564,0.00424929178470255
3638,2,370,185,1,0.5,826,58,0.5,185,0.00242130750605327,0.447941888619855,0.223970944309927,0.00121065375302663,0.000605326876513317
3661,7,73,10.4285714285714,1,0.142857142857143,2170,70,0.142857142857143,10.4285714285714,0.0032258064516129,0.0336405529953917,0.00480579328505596,0.000460829493087558,6.58327847267939e-05
3668,7,33,4.71428571428571,1,0.142857142857143,2946,433,0.142857142857143,4.71428571428571,0.00237610319076714,0.0112016293279022,0.00160023276112889,0.000339443312966735,4.84919018523906e-05
3670,1,915,915,4,4,128,30,4,915,0.0078125,7.1484375,7.1484375,0.03125,0.03125
3672,29,446,15.3793103448276,4,0.137931034482759,912,6,0.137931034482759,15.3793103448276,0.0317982456140351,0.489035087719298,0.0168632788868724,0.0043859649122807,0.00015124016938899
3691,11,286,26,0,0,63,1,0,26,0.174603174603175,4.53968253968254,0.412698412698413,0,0
3693,11,198,18,0,0,156,6,0,18,0.0705128205128205,1.26923076923077,0.115384615384615,0,0
3694,5,61,12.2,0,0,392,6,0,12.2,0.0127551020408163,0.155612244897959,0.0311224489795918,0,0
3695,6,378,63,4,0.666666666666667,127,4,0.666666666666667,63,0.047244094488189,2.97637795275591,0.496062992125984,0.031496062992126,0.005249343832021
3701,1,13,13,0,0,902,19,0,13,0.00110864745011086,0.0144124168514412,0.0144124168514412,0,0
3712,6,512,85.3333333333333,2,0.333333333333333,425,17,0.333333333333333,85.3333333333333,0.0141176470588235,1.20470588235294,0.20078431372549,0.00470588235294118,0.000784313725490196
3721,12,3169,264.083333333333,113,9.41666666666667,3036,211,9.41666666666667,264.083333333333,0.00395256916996047,1.04380764163373,0.086983970136144,0.0372200263504611,0.00310166886253843
3722,9,4205,467.222222222222,110,12.2222222222222,7554,312,12.2222222222222,467.222222222222,0.00119142176330421,0.556658723854911,0.0618509693172124,0.0145618215514959,0.00161798017238843
3723,5,8,1.6,0,0,1363,102,0,1.6,0.00366837857666911,0.00586940572267058,0.00117388114453412,0,0
3732,8,9138,1142.25,536,67,2651,52,67,1142.25,0.003017729158808,3.44700113164843,0.430875141456054,0.202187853640136,0.025273481705017
3741,11,7590,690,77,7,425,7,7,690,0.0258823529411765,17.8588235294118,1.62352941176471,0.181176470588235,0.0164705882352941
3742,39,18700,479.48717948718,527,13.5128205128205,161,5,13.5128205128205,479.48717948718,0.242236024844721,116.149068322981,2.9781812390508,3.27329192546584,0.0839305621914318
3744,1,42,42,0,0,211,2,0,42,0.004739336492891,0.199052132701422,0.199052132701422,0,0
3745,202,14434,71.4554455445545,216,1.06930693069307,341,7,1.06930693069307,71.4554455445545,0.592375366568915,42.3284457478006,0.209546761127726,0.633431085043988,0.00313579745071281
3746,6,4441,740.166666666667,113,18.8333333333333,1153,6,18.8333333333333,740.166666666667,0.00520381613183001,3.85169124024284,0.641948540040474,0.0980052038161318,0.016334200636022
3752,8,8437,1054.625,248,31,789,14,31,1054.625,0.0101394169835234,10.6932826362484,1.33666032953105,0.314321926489227,0.0392902408111534
3761,32,4152,129.75,7,0.21875,506,12,0.21875,129.75,0.0632411067193676,8.20553359683795,0.256422924901186,0.0138339920948617,0.000432312252964427
3762,80,13352,166.9,206,2.575,2350,16,2.575,166.9,0.0340425531914894,5.68170212765957,0.0710212765957447,0.0876595744680851,0.00109574468085106
3763,34,1212,35.6470588235294,0,0,899,8,0,35.6470588235294,0.0378197997775306,1.34816462736374,0.0396519008048158,0,0
3764,2,29,14.5,2,1,910,6,1,14.5,0.0021978021978022,0.0318681318681319,0.0159340659340659,0.0021978021978022,0.0010989010989011
3781,5,5168,1033.6,228,45.6,633,14,45.6,1033.6,0.00789889415481832,8.16429699842022,1.63285939968404,0.360189573459716,0.0720379146919431
3782,19,13214,695.473684210526,330,17.3684210526316,1488,62,17.3684210526316,695.473684210526,0.0127688172043011,8.88037634408602,0.467388228636106,0.221774193548387,0.0116723259762309
3784,53,10578,199.584905660377,270,5.09433962264151,2115,18,5.09433962264151,199.584905660377,0.0250591016548463,5.00141843971631,0.0943663856550248,0.127659574468085,0.00240867121637896
3785,1,1357,1357,53,53,770,12,53,1357,0.0012987012987013,1.76233766233766,1.76233766233766,0.0688311688311688,0.0688311688311688
3786,13,7916,608.923076923077,151,11.6153846153846,3007,26,11.6153846153846,608.923076923077,0.00432324575989358,2.63252411040905,0.20250185464685,0.0502161622879947,0.00386278171446113
3787,48,22839,475.8125,167,3.47916666666667,5149,179,3.47916666666667,475.8125,0.00932219848514275,4.43561856671198,0.092408720139833,0.0324334822295591,0.000675697546449149
3788,6,566,94.3333333333333,3,0.5,727,5,0.5,94.3333333333333,0.00825309491059147,0.778541953232462,0.12975699220541,0.00412654745529574,0.000687757909215956
3789,18,10714,595.222222222222,249,13.8333333333333,756,12,13.8333333333333,595.222222222222,0.0238095238095238,14.1719576719577,0.787330981775426,0.329365079365079,0.0182980599647266
3790,14,4611,329.357142857143,184,13.1428571428571,1067,24,13.1428571428571,329.357142857143,0.0131208997188379,4.32146204311153,0.308675860222252,0.17244611059044,0.0123175793278886
3791,6,2667,444.5,31,5.16666666666667,1214,18,5.16666666666667,444.5,0.00494233937397035,2.19686985172982,0.366144975288303,0.0255354200988468,0.0042559033498078
3792,39,24749,634.589743589744,394,10.1025641025641,1564,6,10.1025641025641,634.589743589744,0.0249360613810742,15.824168797954,0.405747917896255,0.251918158567775,0.00645943996327628
3822,28,2721,97.1785714285714,78,2.78571428571429,1297,8,2.78571428571429,97.1785714285714,0.0215882806476484,2.09791827293755,0.0749256526049124,0.0601387818041635,0.00214781363586298
3823,3,36,12,0,0,361,8,0,12,0.00831024930747922,0.0997229916897507,0.0332409972299169,0,0
3834,1,411,411,22,22,2531,65,22,411,0.000395100750691426,0.162386408534176,0.162386408534176,0.00869221651521138,0.00869221651521138
3847,5,2176,435.2,50,10,1565,8,10,435.2,0.00319488817891374,1.39041533546326,0.278083067092652,0.0319488817891374,0.00638977635782748
3851,23,5562,241.826086956522,184,8,11211,39,8,241.826086956522,0.00205155650700205,0.496119882258496,0.0215704296634129,0.0164124520560164,0.000713584872000714
3871,2,28,14,0,0,3863,20,0,14,0.000517732332384157,0.0072482526533782,0.0036241263266891,0,0
3891,1,8962,8962,458,458,1237,39,458,8962,0.000808407437348424,7.24494745351657,7.24494745351657,0.370250606305578,0.370250606305578
3901,57,14398,252.59649122807,149,2.6140350877193,34350,1223,2.6140350877193,252.59649122807,0.00165938864628821,0.419155749636099,0.00735360964273858,0.00433770014556041,7.61000025536914e-05
3911,21,173,8.23809523809524,0,0,2062,42,0,8.23809523809524,0.010184287099903,0.0838991270611057,0.00399519652671932,0,0
3921,36,8165,226.805555555556,335,9.30555555555556,3301,21,9.30555555555556,226.805555555556,0.0109057861254165,2.47349288094517,0.0687081355818102,0.101484398667071,0.00281901107408529
3945,1,4,4,0,0,3040,71,0,4,0.000328947368421053,0.00131578947368421,0.00131578947368421,0,0
3947,1,4,4,0,0,3213,292,0,4,0.000311235605353252,0.00124494242141301,0.00124494242141301,0,0
3951,1,285,285,2,2,671,34,2,285,0.0014903129657228,0.424739195230999,0.424739195230999,0.0029806259314456,0.0029806259314456
3953,5,243,48.6,2,0.4,2687,83,0.4,48.6,0.00186081131373279,0.0904354298474135,0.0180870859694827,0.000744324525493115,0.000148864905098623
3955,11,10302,936.545454545455,334,30.3636363636364,8498,451,30.3636363636364,936.545454545455,0.00129442221699223,1.21228524358673,0.110207749416975,0.0393033654977642,0.00357303322706947
3962,5,32324,6464.8,1184,236.8,2596,42,236.8,6464.8,0.00192604006163328,12.4514637904468,2.49029275808937,0.456086286594761,0.0912172573189522
3972,7,250,35.7142857142857,0,0,1372,28,0,35.7142857142857,0.00510204081632653,0.182215743440233,0.0260308204914619,0,0
3981,1,2,2,0,0,1290,25,0,2,0.000775193798449612,0.00155038759689922,0.00155038759689922,0,0
3982,16,3542,221.375,82,5.125,2064,23,5.125,221.375,0.00775193798449612,1.71608527131783,0.107255329457364,0.0397286821705426,0.00248304263565891
